usuario,contiene,formato,idioma,largura_libro,clasificacion_edad,compone_saga,famoso,peso,tipo_narrador,libro,valoracion,timestep
30,romance,papel,spa,corto,adulto,si,no,intermedio,tercera_persona,70.0,3,32
30,suspense,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,22.0,4,32
30,humor,papel,spa,largo,adulto,si,si,intermedio,primera_persona,234.0,4,35
31,suspense,papel,spa,largo,juvenil,no,no,intermedio,primera_persona,411.0,3,0
31,fantasia,papel,eng,largo,adulto,no,no,intermedio,primera_persona,2.0,3,1
31,misterio,papel,spa,normal,adulto,no,si,intermedio,primera_persona,339.0,3,1
31,terror,papel,cat,corto,juvenil,no,si,intermedio,tercera_persona,25.0,4,3
31,suspense,ebook,spa,corto,adulto,no,si,intermedio,primera_persona,381.0,3,3
31,romance,papel,spa,corto,adulto,si,no,ligero,tercera_persona,363.0,4,3
31,ficcion_historica,papel,spa,corto,adulto,si,si,ligero,tercera_persona,125.0,5,5
31,misterio,papel,spa,corto,adulto,no,no,pesado,primera_persona,322.0,5,8
31,humor,papel,spa,largo,adulto,si,no,ligero,primera_persona,241.0,3,9
31,suspense,papel,spa,normal,adulto,no,no,ligero,tercera_persona,307.0,3,9
31,romance,papel,spa,normal,adulto,si,si,intermedio,tercera_persona,357.0,4,9
31,misterio,papel,cat,normal,adulto,no,si,intermedio,tercera_persona,83.0,4,15
31,fantasia,papel,spa,normal,adulto,si,no,pesado,primera_persona,71.0,3,27
31,ficcion_historica,papel,spa,normal,adulto,si,no,ligero,tercera_persona,97.0,4,27
31,magia,papel,spa,normal,adulto,si,no,intermedio,tercera_persona,283.0,4,27
31,romance,papel,spa,normal,adulto,si,no,ligero,tercera_persona,341.0,4,27
31,suspense,papel,spa,largo,juvenil,no,si,pesado,primera_persona,402.0,3,28
31,suspense,ebook,spa,largo,adulto,no,si,ligero,primera_persona,178.0,3,28
31,suspense,papel,spa,corto,adulto,no,no,ligero,primera_persona,407.0,3,29
31,misterio,papel,spa,normal,adulto,no,no,pesado,primera_persona,331.0,3,29
31,ficcion_historica,papel,spa,corto,adulto,si,no,pesado,primera_persona,146.0,3,32
31,suspense,papel,spa,corto,infantil,no,no,pesado,tercera_persona,89.0,5,34
31,suspense,papel,spa,corto,infantil,si,no,intermedio,tercera_persona,410.0,2,37
31,misterio,ebook,spa,largo,juvenil,si,no,pesado,tercera_persona,303.0,3,37
31,romance,papel,cat,normal,juvenil,si,no,ligero,primera_persona,70.0,4,38
31,suspense,papel,spa,normal,adulto,no,no,pesado,tercera_persona,412.0,3,50
31,romance,papel,spa,normal,adulto,si,si,pesado,primera_persona,368.0,5,50
31,fantasia,papel,spa,normal,adulto,si,si,ligero,tercera_persona,42.0,3,56
31,suspense,papel,spa,normal,adulto,si,no,intermedio,tercera_persona,326.0,4,56
31,romance,papel,spa,corto,infantil,si,si,intermedio,tercera_persona,348.0,2,85
31,suspense,audiolibro,spa,largo,adulto,no,no,pesado,primera_persona,400.0,4,85
31,suspense,papel,eng,normal,adulto,si,si,intermedio,primera_persona,199.0,5,86
31,ficcion_historica,papel,spa,normal,juvenil,si,no,intermedio,tercera_persona,132.0,4,86
31,ciencia_ficcion,papel,spa,normal,adulto,si,no,ligero,primera_persona,389.0,4,87
31,magia,papel,spa,corto,adulto,si,no,ligero,primera_persona,281.0,4,87
31,magia,papel,spa,corto,adulto,si,no,pesado,tercera_persona,294.0,4,87
31,ficcion_historica,papel,spa,normal,juvenil,si,no,ligero,primera_persona,84.0,3,87
31,suspense,ebook,spa,largo,adulto,si,si,ligero,tercera_persona,408.0,3,88
31,fantasia,ebook,spa,corto,infantil,no,si,ligero,primera_persona,32.0,4,88
31,suspense,papel,spa,corto,adulto,no,no,intermedio,primera_persona,311.0,4,88
31,misterio,papel,spa,normal,adulto,no,no,intermedio,primera_persona,312.0,4,89
31,ficcion_historica,papel,spa,normal,adulto,no,si,ligero,primera_persona,81.0,4,89
31,romance,papel,spa,corto,adulto,si,si,intermedio,primera_persona,366.0,3,89
31,suspense,papel,spa,normal,adulto,no,no,intermedio,primera_persona,332.0,4,89
31,suspense,papel,spa,largo,juvenil,no,no,ligero,primera_persona,163.0,2,89
31,ficcion_historica,papel,spa,corto,adulto,si,si,intermedio,primera_persona,103.0,3,89
31,romance,papel,spa,normal,adulto,no,no,ligero,primera_persona,364.0,4,89
31,fantasia,papel,cat,corto,adulto,si,no,ligero,primera_persona,20.0,4,89
32,ficcion_historica,papel,spa,corto,infantil,si,no,pesado,tercera_persona,131.0,4,1
32,romance,ebook,spa,normal,infantil,si,si,ligero,primera_persona,368.0,4,11
32,suspense,papel,spa,corto,juvenil,no,no,intermedio,primera_persona,311.0,3,12
32,ciencia_ficcion,papel,spa,corto,adulto,si,si,ligero,tercera_persona,391.0,3,12
32,ciencia_ficcion,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,383.0,3,13
32,terror,papel,spa,corto,infantil,no,no,ligero,primera_persona,12.0,4,13
32,fantasia,papel,spa,corto,infantil,si,no,intermedio,primera_persona,65.0,3,14
32,ciencia_ficcion,papel,spa,corto,infantil,si,si,intermedio,tercera_persona,28.0,4,24
32,terror,papel,cat,largo,juvenil,no,si,intermedio,tercera_persona,25.0,4,24
32,suspense,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,174.0,3,24
32,humor,papel,spa,normal,juvenil,no,si,intermedio,primera_persona,259.0,4,24
32,romance,papel,spa,normal,juvenil,si,no,ligero,primera_persona,341.0,3,25
32,ficcion_historica,papel,spa,largo,juvenil,no,si,intermedio,tercera_persona,137.0,4,25
32,ficcion_historica,papel,spa,normal,adulto,si,no,intermedio,primera_persona,97.0,3,27
32,ficcion_historica,papel,spa,corto,juvenil,si,si,pesado,tercera_persona,93.0,3,45
32,ciencia_ficcion,papel,spa,normal,infantil,no,si,ligero,tercera_persona,385.0,4,47
32,fantasia,papel,spa,corto,infantil,no,no,pesado,primera_persona,37.0,3,47
32,romance,papel,spa,largo,juvenil,no,no,ligero,tercera_persona,372.0,2,48
32,terror,papel,spa,largo,infantil,no,no,pesado,tercera_persona,158.0,4,48
32,magia,papel,spa,largo,juvenil,no,si,ligero,primera_persona,291.0,4,49
32,misterio,ebook,spa,normal,juvenil,no,si,ligero,primera_persona,321.0,4,53
32,magia,papel,spa,normal,juvenil,si,no,ligero,primera_persona,279.0,3,53
32,humor,papel,spa,normal,juvenil,si,si,ligero,primera_persona,226.0,2,53
32,romance,papel,spa,normal,infantil,si,si,ligero,tercera_persona,171.0,3,53
32,ficcion_historica,papel,spa,corto,infantil,si,si,ligero,tercera_persona,147.0,4,53
32,romance,papel,spa,corto,juvenil,no,si,intermedio,tercera_persona,366.0,4,53
32,humor,papel,spa,normal,infantil,si,no,intermedio,primera_persona,245.0,4,57
32,suspense,ebook,spa,normal,juvenil,no,no,pesado,tercera_persona,405.0,3,57
32,misterio,papel,spa,largo,infantil,si,no,pesado,primera_persona,306.0,4,59
32,misterio,papel,spa,largo,adulto,no,no,intermedio,primera_persona,339.0,3,60
33,terror,papel,spa,largo,adulto,no,si,intermedio,primera_persona,215.0,4,0
34,ficcion_historica,papel,spa,corto,juvenil,no,si,ligero,primera_persona,152.0,4,0
34,humor,papel,spa,normal,juvenil,si,no,intermedio,tercera_persona,226.0,3,0
34,misterio,papel,spa,corto,infantil,no,no,ligero,primera_persona,89.0,4,2
34,fantasia,papel,spa,corto,infantil,no,no,ligero,primera_persona,72.0,3,3
34,ficcion_historica,papel,spa,corto,juvenil,si,no,intermedio,tercera_persona,124.0,5,5
34,magia,papel,cat,largo,juvenil,si,si,ligero,tercera_persona,0.0,4,9
34,suspense,papel,cat,normal,infantil,si,si,pesado,primera_persona,83.0,3,16
34,misterio,papel,spa,normal,juvenil,si,no,intermedio,tercera_persona,84.0,4,33
34,suspense,papel,spa,largo,juvenil,si,si,ligero,tercera_persona,402.0,3,34
34,fantasia,papel,cat,largo,juvenil,si,si,pesado,tercera_persona,13.0,4,34
34,fantasia,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,22.0,2,34
34,misterio,papel,spa,normal,infantil,si,no,ligero,primera_persona,306.0,3,34
34,fantasia,papel,spa,largo,infantil,si,si,intermedio,tercera_persona,61.0,4,41
34,misterio,papel,spa,largo,infantil,no,no,intermedio,primera_persona,332.0,5,42
34,fantasia,papel,spa,corto,infantil,si,si,intermedio,primera_persona,65.0,3,42
34,humor,papel,spa,corto,infantil,si,no,ligero,tercera_persona,254.0,3,42
34,ciencia_ficcion,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,394.0,4,42
34,misterio,papel,spa,largo,infantil,no,si,ligero,tercera_persona,314.0,4,42
34,suspense,papel,spa,corto,juvenil,si,no,ligero,primera_persona,409.0,3,44
34,magia,papel,spa,normal,juvenil,no,si,intermedio,tercera_persona,297.0,3,44
34,humor,ebook,spa,largo,juvenil,no,no,intermedio,primera_persona,227.0,4,48
34,terror,papel,spa,largo,juvenil,si,si,pesado,primera_persona,204.0,2,48
34,terror,papel,spa,corto,juvenil,si,no,ligero,tercera_persona,179.0,3,48
34,suspense,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,174.0,4,54
34,ciencia_ficcion,papel,spa,normal,infantil,no,no,ligero,primera_persona,385.0,4,54
34,magia,papel,spa,largo,juvenil,no,si,intermedio,primera_persona,291.0,4,62
34,terror,papel,spa,normal,juvenil,si,si,ligero,primera_persona,203.0,3,62
34,suspense,papel,cat,corto,adulto,no,si,ligero,tercera_persona,408.0,3,62
34,misterio,papel,spa,corto,infantil,si,no,ligero,primera_persona,320.0,4,62
34,magia,papel,spa,corto,juvenil,no,si,intermedio,primera_persona,24.0,4,62
34,romance,audiolibro,spa,corto,infantil,si,no,pesado,primera_persona,363.0,2,62
34,romance,papel,spa,largo,adulto,si,si,pesado,primera_persona,372.0,2,62
34,ficcion_historica,papel,spa,normal,juvenil,no,no,ligero,primera_persona,138.0,3,62
34,ficcion_historica,papel,spa,largo,juvenil,no,si,intermedio,primera_persona,137.0,4,62
35,misterio,papel,spa,normal,infantil,si,si,ligero,primera_persona,306.0,3,0
35,fantasia,ebook,spa,largo,juvenil,no,si,pesado,tercera_persona,64.0,3,11
35,romance,papel,spa,normal,juvenil,no,no,pesado,tercera_persona,373.0,5,12
35,humor,audiolibro,cat,largo,juvenil,si,no,ligero,tercera_persona,249.0,4,14
35,humor,papel,spa,largo,juvenil,si,si,pesado,tercera_persona,264.0,5,17
35,ciencia_ficcion,papel,spa,normal,infantil,no,no,intermedio,tercera_persona,385.0,3,17
35,terror,papel,spa,largo,infantil,no,no,ligero,tercera_persona,188.0,4,17
35,humor,papel,spa,largo,juvenil,no,no,intermedio,tercera_persona,227.0,4,20
35,misterio,ebook,spa,normal,juvenil,si,no,ligero,primera_persona,84.0,3,20
35,romance,papel,spa,corto,juvenil,no,no,ligero,tercera_persona,366.0,4,20
36,magia,papel,eng,largo,adulto,si,no,intermedio,primera_persona,285.0,4,3
36,humor,papel,spa,corto,juvenil,si,no,pesado,primera_persona,275.0,2,6
36,romance,papel,spa,normal,juvenil,si,si,pesado,tercera_persona,357.0,4,6
36,suspense,papel,spa,normal,juvenil,si,no,ligero,primera_persona,383.0,4,7
36,fantasia,papel,eng,corto,infantil,si,no,ligero,tercera_persona,28.0,3,7
36,ficcion_historica,papel,spa,normal,adulto,no,no,ligero,tercera_persona,156.0,4,7
36,ficcion_historica,papel,eng,corto,juvenil,no,no,intermedio,primera_persona,91.0,3,9
36,fantasia,papel,cat,corto,adulto,si,no,pesado,tercera_persona,20.0,4,9
36,suspense,papel,spa,normal,infantil,no,no,intermedio,tercera_persona,332.0,4,10
36,ficcion_historica,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,138.0,4,14
36,romance,papel,cat,corto,adulto,si,no,ligero,primera_persona,70.0,3,17
36,misterio,papel,eng,normal,adulto,si,no,intermedio,tercera_persona,312.0,4,17
36,misterio,papel,spa,normal,adulto,no,si,ligero,tercera_persona,339.0,4,17
36,romance,papel,eng,corto,adulto,no,no,ligero,tercera_persona,361.0,3,17
36,romance,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,366.0,3,17
36,fantasia,ebook,spa,normal,infantil,si,si,ligero,primera_persona,74.0,4,17
36,fantasia,papel,eng,corto,infantil,si,si,intermedio,primera_persona,65.0,2,17
36,ficcion_historica,papel,eng,largo,infantil,si,no,intermedio,primera_persona,107.0,3,17
36,suspense,papel,eng,normal,adulto,no,si,ligero,tercera_persona,307.0,2,17
36,ciencia_ficcion,papel,spa,corto,adulto,no,si,ligero,primera_persona,381.0,4,17
36,romance,papel,eng,normal,juvenil,si,no,ligero,tercera_persona,375.0,3,17
36,terror,papel,spa,corto,adulto,no,si,ligero,tercera_persona,200.0,3,31
36,suspense,papel,eng,normal,adulto,si,si,pesado,tercera_persona,83.0,3,39
36,romance,papel,eng,normal,adulto,no,no,ligero,tercera_persona,369.0,4,39
36,ficcion_historica,papel,eng,normal,juvenil,si,si,pesado,primera_persona,82.0,5,39
36,terror,ebook,cat,largo,adulto,si,si,intermedio,primera_persona,217.0,4,39
36,suspense,papel,eng,corto,adulto,si,si,ligero,tercera_persona,408.0,3,39
37,ciencia_ficcion,ebook,spa,corto,infantil,no,si,pesado,tercera_persona,384.0,3,0
37,ciencia_ficcion,papel,eng,corto,juvenil,no,no,ligero,primera_persona,395.0,3,6
37,humor,papel,eng,largo,adulto,no,si,intermedio,primera_persona,262.0,4,6
37,ciencia_ficcion,papel,eng,normal,adulto,si,no,ligero,primera_persona,389.0,3,7
37,ciencia_ficcion,papel,eng,corto,adulto,si,no,ligero,primera_persona,390.0,3,7
37,humor,ebook,eng,normal,juvenil,no,si,intermedio,primera_persona,259.0,3,8
37,fantasia,papel,spa,largo,juvenil,si,si,ligero,tercera_persona,14.0,4,10
37,romance,papel,spa,normal,adulto,no,no,intermedio,primera_persona,5.0,4,10
37,ficcion_historica,papel,spa,corto,juvenil,no,no,ligero,primera_persona,91.0,4,13
37,suspense,papel,spa,normal,juvenil,no,no,pesado,primera_persona,405.0,3,14
37,romance,ebook,cat,corto,adulto,si,no,intermedio,primera_persona,70.0,3,14
37,romance,papel,spa,normal,adulto,no,si,ligero,primera_persona,344.0,4,14
37,magia,papel,eng,corto,juvenil,no,si,pesado,primera_persona,60.0,4,15
37,ficcion_historica,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,96.0,4,15
37,misterio,papel,eng,corto,adulto,no,si,pesado,primera_persona,322.0,3,15
37,humor,papel,spa,corto,adulto,si,no,ligero,tercera_persona,274.0,4,15
38,magia,papel,spa,normal,infantil,no,no,pesado,primera_persona,282.0,3,0
38,fantasia,papel,spa,largo,juvenil,si,si,pesado,primera_persona,14.0,4,0
38,terror,papel,spa,normal,infantil,no,si,intermedio,tercera_persona,79.0,4,0
38,terror,papel,spa,normal,juvenil,no,si,ligero,tercera_persona,174.0,4,0
38,romance,papel,spa,corto,infantil,si,si,ligero,tercera_persona,363.0,4,3
38,fantasia,papel,spa,normal,juvenil,no,no,pesado,tercera_persona,58.0,4,5
38,magia,papel,spa,corto,infantil,si,no,intermedio,tercera_persona,294.0,4,7
38,humor,papel,spa,normal,infantil,si,no,ligero,tercera_persona,245.0,4,7
38,fantasia,papel,spa,corto,adulto,no,no,pesado,primera_persona,11.0,3,7
38,ciencia_ficcion,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,383.0,3,8
38,ficcion_historica,papel,spa,normal,adulto,si,no,pesado,tercera_persona,97.0,4,45
38,ciencia_ficcion,papel,spa,normal,infantil,si,si,intermedio,primera_persona,386.0,3,45
38,ciencia_ficcion,papel,spa,corto,juvenil,si,si,intermedio,primera_persona,159.0,3,45
38,ciencia_ficcion,papel,spa,normal,juvenil,si,no,ligero,tercera_persona,398.0,3,47
38,fantasia,papel,eng,corto,infantil,no,si,intermedio,tercera_persona,33.0,4,49
38,fantasia,papel,spa,largo,infantil,no,si,ligero,tercera_persona,61.0,4,50
38,misterio,papel,spa,normal,juvenil,si,no,pesado,primera_persona,84.0,4,50
38,terror,papel,spa,largo,infantil,si,si,intermedio,primera_persona,196.0,3,69
38,ciencia_ficcion,papel,spa,normal,juvenil,si,no,pesado,primera_persona,27.0,4,69
38,ficcion_historica,papel,cat,corto,juvenil,no,si,intermedio,tercera_persona,127.0,4,69
38,suspense,papel,spa,corto,juvenil,no,si,intermedio,primera_persona,60.0,4,71
38,magia,ebook,spa,corto,juvenil,si,si,pesado,tercera_persona,287.0,4,71
38,magia,papel,spa,largo,infantil,si,si,ligero,tercera_persona,290.0,4,73
38,terror,papel,spa,normal,juvenil,si,si,intermedio,tercera_persona,219.0,3,73
38,misterio,papel,spa,normal,juvenil,no,no,ligero,tercera_persona,321.0,4,74
38,ciencia_ficcion,papel,spa,corto,juvenil,si,no,ligero,primera_persona,394.0,4,74
38,ciencia_ficcion,papel,spa,normal,juvenil,si,no,ligero,primera_persona,388.0,3,74
38,misterio,papel,spa,corto,adulto,si,no,ligero,primera_persona,315.0,4,82
38,fantasia,papel,spa,corto,infantil,si,si,ligero,tercera_persona,28.0,3,82
38,ciencia_ficcion,papel,spa,corto,juvenil,si,no,ligero,primera_persona,390.0,4,82
38,suspense,papel,spa,corto,juvenil,no,no,intermedio,primera_persona,311.0,3,82
38,humor,papel,spa,largo,infantil,no,no,ligero,primera_persona,269.0,5,82
38,fantasia,papel,spa,corto,juvenil,si,no,pesado,tercera_persona,68.0,4,82
38,fantasia,papel,spa,normal,juvenil,si,no,intermedio,primera_persona,10.0,3,87
39,ficcion_historica,ebook,eng,corto,adulto,no,si,intermedio,tercera_persona,118.0,3,1
39,magia,papel,cat,corto,adulto,si,si,ligero,primera_persona,0.0,3,10
39,misterio,papel,spa,corto,juvenil,si,si,pesado,tercera_persona,305.0,3,10
39,misterio,papel,cat,normal,adulto,no,no,ligero,primera_persona,83.0,3,10
39,suspense,papel,eng,normal,adulto,no,si,intermedio,tercera_persona,178.0,3,10
39,romance,papel,spa,corto,juvenil,no,si,pesado,tercera_persona,366.0,4,11
39,humor,papel,eng,normal,adulto,no,no,intermedio,tercera_persona,246.0,3,11
39,fantasia,papel,eng,corto,adulto,no,si,intermedio,tercera_persona,50.0,4,11
39,humor,papel,spa,largo,adulto,si,si,intermedio,tercera_persona,234.0,4,15
39,humor,papel,spa,normal,juvenil,si,no,pesado,tercera_persona,226.0,3,15
39,magia,papel,eng,normal,juvenil,no,no,ligero,tercera_persona,292.0,3,16
39,ciencia_ficcion,papel,eng,corto,adulto,no,si,ligero,tercera_persona,381.0,3,17
39,ficcion_historica,papel,eng,corto,adulto,si,no,ligero,tercera_persona,104.0,4,17
39,ciencia_ficcion,papel,eng,corto,adulto,si,si,ligero,primera_persona,391.0,4,17
39,terror,ebook,eng,corto,adulto,no,no,pesado,primera_persona,169.0,3,18
39,terror,papel,cat,largo,adulto,si,no,intermedio,tercera_persona,217.0,4,21
39,ficcion_historica,papel,eng,normal,adulto,si,si,intermedio,tercera_persona,80.0,4,24
39,ficcion_historica,papel,eng,corto,adulto,si,no,intermedio,tercera_persona,146.0,4,24
39,fantasia,papel,spa,normal,adulto,si,si,ligero,tercera_persona,71.0,3,26
39,ficcion_historica,papel,cat,normal,infantil,no,no,ligero,primera_persona,112.0,3,26
39,ciencia_ficcion,papel,spa,largo,juvenil,si,no,pesado,primera_persona,27.0,3,29
39,humor,papel,cat,corto,juvenil,no,no,pesado,tercera_persona,271.0,4,29
39,terror,papel,eng,corto,juvenil,no,no,intermedio,tercera_persona,325.0,4,35
39,suspense,papel,eng,normal,adulto,si,no,ligero,primera_persona,406.0,4,35
39,humor,papel,eng,corto,adulto,si,si,pesado,tercera_persona,266.0,4,35
39,ficcion_historica,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,96.0,3,35
39,misterio,papel,eng,normal,adulto,no,no,ligero,tercera_persona,339.0,3,35
39,suspense,papel,eng,normal,adulto,no,no,intermedio,primera_persona,302.0,4,35
39,magia,papel,spa,largo,adulto,no,si,pesado,tercera_persona,291.0,4,35
39,ficcion_historica,papel,eng,largo,infantil,si,no,ligero,tercera_persona,107.0,4,35
39,suspense,papel,eng,normal,adulto,no,no,intermedio,primera_persona,307.0,3,42
39,misterio,papel,spa,normal,juvenil,no,si,pesado,primera_persona,321.0,4,43
39,romance,papel,eng,normal,adulto,si,no,ligero,primera_persona,346.0,3,45
39,suspense,papel,eng,normal,adulto,no,no,ligero,tercera_persona,412.0,4,46
39,humor,papel,spa,normal,infantil,si,no,pesado,primera_persona,245.0,4,46
39,romance,papel,eng,corto,adulto,no,no,intermedio,primera_persona,361.0,3,46
39,ciencia_ficcion,papel,eng,corto,juvenil,si,si,intermedio,primera_persona,387.0,2,46
39,ficcion_historica,papel,spa,normal,adulto,si,no,intermedio,primera_persona,97.0,3,51
39,misterio,papel,cat,corto,adulto,si,si,ligero,primera_persona,315.0,3,51
39,ciencia_ficcion,papel,spa,corto,juvenil,no,si,ligero,primera_persona,394.0,4,51
39,humor,papel,eng,normal,adulto,no,no,pesado,primera_persona,240.0,3,51
39,magia,ebook,spa,normal,juvenil,si,si,intermedio,tercera_persona,279.0,3,51
39,ficcion_historica,papel,eng,largo,juvenil,no,no,pesado,primera_persona,144.0,4,57
40,fantasia,papel,eng,normal,infantil,no,si,ligero,tercera_persona,44.0,5,2
40,romance,papel,spa,normal,infantil,no,no,ligero,primera_persona,171.0,3,2
40,misterio,audiolibro,eng,normal,juvenil,no,si,intermedio,primera_persona,327.0,4,3
40,fantasia,papel,spa,largo,infantil,si,no,ligero,primera_persona,3.0,4,3
40,magia,audiolibro,spa,largo,juvenil,no,si,pesado,primera_persona,291.0,4,3
40,humor,papel,spa,corto,infantil,no,no,ligero,tercera_persona,238.0,3,5
40,misterio,papel,spa,normal,juvenil,si,si,ligero,primera_persona,309.0,3,5
40,fantasia,ebook,spa,corto,juvenil,no,no,ligero,primera_persona,18.0,3,8
40,magia,papel,cat,corto,infantil,no,no,ligero,primera_persona,0.0,4,11
40,humor,ebook,spa,largo,infantil,si,si,ligero,tercera_persona,252.0,3,12
40,terror,ebook,spa,largo,juvenil,no,no,ligero,tercera_persona,207.0,3,12
40,terror,audiolibro,spa,largo,juvenil,si,no,ligero,tercera_persona,205.0,4,12
40,fantasia,papel,spa,corto,juvenil,no,si,pesado,tercera_persona,75.0,3,12
40,romance,papel,spa,corto,juvenil,no,si,ligero,primera_persona,366.0,3,13
40,romance,papel,spa,normal,juvenil,si,si,pesado,primera_persona,357.0,4,13
40,ciencia_ficcion,audiolibro,spa,normal,infantil,no,no,pesado,tercera_persona,27.0,3,16
40,magia,papel,cat,largo,juvenil,no,si,intermedio,tercera_persona,299.0,5,16
40,romance,ebook,spa,normal,juvenil,no,no,ligero,tercera_persona,355.0,3,16
40,suspense,papel,spa,normal,infantil,no,si,intermedio,primera_persona,332.0,3,16
40,suspense,ebook,spa,normal,juvenil,no,no,ligero,tercera_persona,174.0,3,16
40,ciencia_ficcion,ebook,spa,corto,juvenil,si,no,pesado,tercera_persona,159.0,3,19
40,suspense,papel,spa,largo,juvenil,si,si,pesado,tercera_persona,402.0,4,19
40,fantasia,ebook,spa,corto,juvenil,no,si,ligero,tercera_persona,57.0,4,21
40,magia,ebook,spa,normal,infantil,si,no,ligero,primera_persona,296.0,3,25
40,misterio,papel,eng,largo,juvenil,no,si,ligero,tercera_persona,330.0,3,25
40,romance,papel,spa,normal,infantil,si,no,intermedio,primera_persona,368.0,4,36
40,romance,ebook,spa,largo,juvenil,no,no,pesado,tercera_persona,372.0,3,36
40,magia,ebook,spa,largo,juvenil,no,no,ligero,tercera_persona,290.0,3,36
40,romance,papel,spa,corto,infantil,si,si,ligero,primera_persona,363.0,3,38
40,magia,papel,spa,largo,juvenil,si,no,ligero,primera_persona,1.0,3,39
40,magia,ebook,spa,corto,juvenil,si,no,ligero,tercera_persona,287.0,3,39
40,ciencia_ficcion,papel,spa,normal,juvenil,si,no,intermedio,tercera_persona,398.0,4,39
40,suspense,ebook,spa,normal,juvenil,si,si,ligero,tercera_persona,383.0,4,39
40,humor,audiolibro,cat,corto,infantil,si,si,ligero,tercera_persona,33.0,4,39
40,fantasia,ebook,spa,largo,infantil,si,si,ligero,primera_persona,61.0,4,42
40,ficcion_historica,papel,spa,normal,juvenil,si,si,ligero,tercera_persona,96.0,4,42
41,terror,ebook,spa,normal,adulto,si,si,ligero,tercera_persona,181.0,4,0
41,misterio,ebook,spa,corto,adulto,si,no,ligero,primera_persona,315.0,3,0
41,humor,audiolibro,spa,largo,adulto,no,si,intermedio,tercera_persona,224.0,4,0
41,terror,ebook,spa,normal,adulto,no,si,ligero,primera_persona,38.0,4,0
41,ciencia_ficcion,papel,cat,corto,juvenil,no,no,ligero,primera_persona,394.0,4,0
41,suspense,audiolibro,spa,largo,infantil,si,no,ligero,primera_persona,162.0,4,0
41,ficcion_historica,ebook,spa,normal,adulto,no,no,intermedio,tercera_persona,143.0,4,2
41,suspense,ebook,spa,normal,adulto,no,no,intermedio,primera_persona,178.0,4,20
41,ficcion_historica,papel,spa,corto,adulto,si,no,intermedio,tercera_persona,146.0,4,21
41,ciencia_ficcion,papel,spa,largo,juvenil,si,no,ligero,primera_persona,398.0,4,21
41,fantasia,ebook,spa,normal,infantil,no,no,ligero,primera_persona,51.0,3,22
41,humor,papel,spa,largo,adulto,si,no,ligero,primera_persona,30.0,4,22
41,magia,ebook,spa,corto,adulto,si,si,intermedio,tercera_persona,281.0,4,22
41,ficcion_historica,papel,spa,corto,adulto,si,no,ligero,primera_persona,104.0,3,25
41,misterio,papel,spa,largo,juvenil,no,no,ligero,tercera_persona,325.0,2,29
41,magia,ebook,spa,corto,adulto,no,no,ligero,tercera_persona,288.0,4,29
41,fantasia,audiolibro,cat,corto,adulto,si,si,ligero,primera_persona,57.0,3,45
41,humor,papel,spa,corto,juvenil,no,no,intermedio,tercera_persona,271.0,3,45
41,terror,ebook,spa,normal,infantil,si,no,ligero,tercera_persona,296.0,3,45
41,romance,ebook,spa,normal,juvenil,no,si,intermedio,primera_persona,344.0,3,48
41,fantasia,papel,spa,largo,adulto,si,si,intermedio,tercera_persona,69.0,4,54
41,ciencia_ficcion,papel,spa,normal,juvenil,no,si,intermedio,primera_persona,383.0,2,54
41,ciencia_ficcion,papel,spa,normal,infantil,si,no,ligero,tercera_persona,386.0,3,54
41,ciencia_ficcion,papel,spa,largo,juvenil,si,si,pesado,tercera_persona,159.0,4,56
41,ciencia_ficcion,ebook,spa,largo,adulto,no,si,pesado,primera_persona,381.0,4,56
41,misterio,ebook,spa,normal,adulto,no,no,intermedio,tercera_persona,331.0,5,58
41,suspense,ebook,spa,corto,juvenil,si,si,intermedio,tercera_persona,319.0,3,58
41,humor,ebook,spa,normal,juvenil,no,si,intermedio,primera_persona,259.0,3,58
41,humor,ebook,spa,corto,adulto,si,no,ligero,primera_persona,255.0,5,60
41,terror,papel,spa,corto,juvenil,no,no,pesado,tercera_persona,194.0,4,60
41,ciencia_ficcion,ebook,spa,normal,infantil,no,no,intermedio,tercera_persona,385.0,3,60
41,misterio,papel,spa,corto,infantil,si,no,intermedio,primera_persona,320.0,4,67
41,romance,ebook,spa,corto,juvenil,no,no,ligero,primera_persona,366.0,4,69
41,ficcion_historica,papel,spa,normal,infantil,no,no,ligero,tercera_persona,120.0,5,69
41,terror,ebook,spa,largo,adulto,no,si,ligero,tercera_persona,215.0,4,69
41,terror,papel,spa,normal,adulto,si,si,pesado,tercera_persona,173.0,4,69
41,fantasia,ebook,cat,largo,adulto,no,si,ligero,tercera_persona,13.0,4,69
41,suspense,papel,eng,largo,adulto,si,no,ligero,primera_persona,402.0,4,69
41,ficcion_historica,ebook,spa,normal,juvenil,no,si,ligero,primera_persona,94.0,3,75
